21,7
1,30
37,48
35,5
35,69
31,62
60,59
31,9
31,35
47,48
32,45
43,43
27,66
39,55
27,17
43,62
45,64
37,12
41,9
37,9
40,43
37,10
41,43
15,2
25,12
56,55
4,47
46,39
26,21
59,60
42,69
11,7
10,19
28,65
61,57
33,40
55,64
41,62
29,60
17,31
7,10
28,69
13,39
67,67
1,27
32,21
16,9
9,25
37,33
3,27
9,17
6,45
3,1
6,19
39,37
33,58
41,56
61,55
33,7
7,53
34,61
42,47
3,30
37,61
15,6
3,26
1,49
9,37
49,67
19,29
1,25
15,21
46,47
50,59
21,63
63,65
59,58
39,67
12,29
31,4
49,56
28,1
31,61
30,1
28,19
3,43
37,68
1,45
15,33
43,45
8,21
5,14
53,65
69,67
31,20
46,57
55,57
37,56
68,65
17,6
26,5
9,15
32,1
43,53
22,67
11,19
31,45
47,56
43,59
60,63
33,37
1,47
21,11
3,22
27,9
17,13
53,53
55,69
15,27
49,31
57,57
21,19
19,19
17,40
42,59
24,61
23,3
49,55
31,3
47,54
17,22
53,67
7,7
13,14
11,5
33,47
37,43
3,6
43,51
37,13
1,20
9,33
44,49
37,41
20,1
36,15
9,7
7,33
5,47
36,39
42,53
50,53
56,51
9,50
50,61
25,13
69,58
35,7
2,17
37,63
52,69
25,2
41,39
7,25
43,63
6,37
31,19
3,18
1,14
15,15
53,57
63,67
33,1
13,13
23,66
35,60
9,23
21,3
37,31
37,5
54,63
20,7
59,55
38,39
39,69
47,49
24,3
47,51
47,41
69,61
3,19
4,33
52,59
1,31
48,51
67,68
3,38
58,51
45,54
23,21
1,8
11,2
35,41
3,45
62,61
21,69
51,52
47,57
33,59
8,15
26,59
21,1
39,13
51,69
66,57
10,35
54,61
1,3
54,59
69,63
53,54
47,53
10,11
53,69
40,61
44,69
47,47
12,21
3,17
57,63
45,43
33,42
14,5
5,1
55,67
23,22
39,65
18,9
11,15
13,37
24,5
38,31
14,31
33,11
13,17
43,60
11,24
30,63
5,45
25,7
4,41
33,61
29,63
7,19
52,65
15,19
53,63
56,61
41,53
1,1
17,11
33,18
67,59
45,63
51,59
49,50
67,65
3,29
45,52
21,2
11,6
43,49
12,11
1,5
13,8
37,1
14,19
62,69
37,57
7,28
9,1
27,1
3,12
3,8
59,56
42,45
53,55
52,49
8,13
31,66
5,7
44,45
7,49
17,1
3,23
3,3
25,65
31,65
5,2
35,61
1,16
5,19
4,9
39,38
1,17
17,0
17,16
10,33
69,69
7,30
11,27
55,65
11,13
53,59
14,11
15,13
29,13
35,47
26,1
35,59
10,29
1,44
31,38
39,64
1,29
33,15
11,36
27,63
11,23
31,15
44,41
45,55
63,69
31,16
3,35
11,4
5,23
27,7
7,11
31,39
56,63
63,61
59,49
56,53
39,35
31,43
29,1
25,63
20,19
6,11
13,5
49,47
33,19
21,5
39,1
9,48
12,41
0,47
38,7
9,46
38,13
31,34
37,34
61,59
37,4
39,7
39,66
45,62
51,62
46,45
24,65
44,57
49,41
2,11
14,9
31,6
16,17
23,63
47,61
5,22
22,3
61,63
31,14
5,25
25,61
37,52
23,0
48,59
47,66
1,9
13,12
33,17
35,35
31,5
5,32
37,42
1,41
39,52
58,65
57,61
49,65
9,34
33,35
39,36
31,13
27,4
7,3
29,21
9,32
3,31
39,2
7,16
49,45
41,48
35,40
35,21
19,13
8,5
41,54
40,45
3,5
45,39
19,1
27,10
37,47
51,55
7,37
3,25
25,6
39,70
35,23
69,57
29,65
27,8
37,15
7,2
32,17
13,29
7,12
3,0
37,8
31,63
31,12
29,5
63,63
7,46
1,42
44,55
21,35
39,47
21,8
23,26
51,65
23,9
8,7
55,58
67,62
11,28
13,18
3,21
2,41
32,61
48,65
15,11
35,37
58,59
29,4
9,35
1,2
46,51
1,43
36,1
3,44
57,67
35,57
55,68
11,33
39,46
39,39
57,55
68,61
26,49
37,67
32,39
8,29
10,7
35,10
0,27
39,0
17,4
10,41
61,67
32,65
33,8
54,69
51,67
13,3
1,4
46,63
41,67
31,2
65,67
43,69
57,53
47,42
11,21
33,33
5,44
41,40
13,20
7,45
7,21
51,46
6,21
38,63
9,20
14,43
17,64
1,61
6,57
41,31
21,55
13,11
25,52
39,41
63,29
33,69
50,9
47,32
17,51
61,25
39,31
30,53
49,17
41,37
29,26
26,37
58,39
27,29
6,55
32,25
24,41
35,24
36,31
53,33
46,25
17,45
29,68
64,9
61,7
55,41
57,3
14,15
55,21
51,2
17,49
61,45
63,38
68,43
25,54
37,69
55,9
27,13
66,11
65,11
42,15
53,38
16,61
39,23
38,27
19,47
41,12
1,68
23,38
51,16
63,11
23,51
51,7
46,15
17,33
0,59
63,28
45,5
43,9
65,43
39,21
59,7
66,23
1,63
3,69
48,15
41,25
33,25
69,18
15,49
61,21
15,46
41,20
33,64
8,43
25,17
51,27
17,67
30,57
13,70
43,8
24,15
13,54
54,1
7,42
69,11
17,59
21,47
25,11
40,15
58,35
42,1
22,51
45,9
67,39
47,29
16,33
25,38
24,27
61,31
19,59
39,33
28,35
23,23
16,21
23,41
65,9
27,27
61,5
22,57
43,17
45,23
23,54
14,47
67,19
26,31
43,36
40,29
57,25
35,25
55,49
56,45
63,3
43,10
12,59
49,30
53,14
69,47
67,17
21,37
59,51
17,61
13,68
21,24
15,65
37,16
11,54
67,9
13,52
53,16
35,11
64,15
34,29
27,39
63,20
55,63
23,30
38,49
25,35
67,2
2,51
4,65
8,51
65,8
52,5
20,15
32,51
43,3
19,20
65,28
37,55
17,17
63,27
56,49
67,26
23,36
25,25
43,42
53,45
5,21
37,17
19,69
31,58
69,45
25,33
43,13
63,37
7,67
67,21
45,37
35,66
43,39
24,51
22,49
13,49
21,21
58,7
21,67
29,44
59,13
23,39
35,26
15,37
69,53
9,47
49,7
23,46
47,15
43,2
44,7
29,28
69,23
61,9
23,61
23,37
41,14
9,39
15,64
9,58
49,15
49,13
68,9
18,27
15,50
60,7
3,58
67,40
61,33
67,45
32,47
5,33
19,26
27,38
7,63
15,25
69,55
67,27
59,48
66,51
24,23
28,51
12,25
3,64
63,47
47,11
30,41
65,29
16,29
53,2
66,7
53,19
13,38
68,53
42,31
9,65
57,49
8,65
69,29
66,43
66,41
64,31
53,52
52,25
55,5
67,5
29,41
57,51
45,17
11,61
19,23
48,5
10,69
19,27
33,57
50,19
33,67
61,23
59,24
69,36
57,17
5,55
25,41
67,30
15,61
63,35
6,53
47,3
18,61
55,32
38,41
47,37
47,1
33,55
63,25
39,19
45,28
57,41
8,57
19,34
53,28
37,27
64,13
19,44
43,20
11,69
33,52
13,65
55,13
19,66
23,47
53,30
39,27
29,35
51,19
62,37
60,37
65,54
65,30
15,23
68,13
6,61
49,11
9,11
9,9
15,38
59,44
19,38
47,25
59,42
62,23
65,1
45,34
51,45
55,11
1,57
21,56
55,45
41,38
39,15
19,55
21,51
21,36
65,51
61,30
53,3
45,11
19,57
17,32
23,34
48,21
29,25
56,39
38,25
38,29
13,33
62,5
68,17
13,62
19,31
63,13
30,25
22,61
22,27
48,29
60,1
67,1
59,12
58,23
11,31
17,69
23,45
22,21
21,41
19,46
29,54
6,67
60,35
51,29
15,53
51,35
55,7
24,57
51,28
15,43
29,37
61,3
20,31
22,33
34,49
23,29
9,59
51,21
68,23
9,56
67,55
33,24
61,29
29,51
57,47
11,68
2,69
55,22
44,33
51,3
31,53
45,33
51,63
13,63
23,11
31,50
19,68
51,33
69,25
27,23
57,16
55,51
34,57
1,65
47,24
69,8
47,5
56,25
27,35
60,39
54,23
35,29
1,21
9,63
45,35
51,25
51,1
33,45
59,59
21,18
25,19
51,13
21,9
22,45
19,49
63,41
43,22
61,39
20,43
19,53
41,34
53,29
43,12
58,37
13,41
69,31
16,13
19,56
3,67
61,27
43,28
41,10
41,8
23,57
65,31
9,54
51,5
23,53
41,21
43,11
22,55
41,33
55,23
42,27
43,25
15,51
54,29
69,17
19,39
11,45
51,36
61,1
63,49
47,8
61,37
33,51
63,5
65,17
69,13
39,51
51,17
70,51
69,35
43,32
60,43
65,63
25,21
53,12
51,32
8,25
38,23
37,49
10,59
11,63
49,23
66,5
39,29
37,29
11,57
30,37
1,62
67,13
1,59
23,65
11,55
63,9
31,69
59,41
11,65
29,42
1,35
59,39
25,39
20,29
47,33
55,4
31,47
44,13
57,14
21,49
11,29
67,23
34,47
21,57
15,41
24,43
33,23
13,59
51,40
43,47
43,29
27,45
11,38
53,18
63,26
60,53
66,47
68,45
49,37
59,53
51,10
59,47
47,23
53,34
53,20
65,13
47,19
25,62
25,49
34,27
19,35
3,55
66,17
45,0
67,10
67,35
56,19
41,22
65,5
37,51
67,29
57,5
47,2
17,36
45,15
53,13
68,39
39,32
20,65
58,3
20,53
53,17
3,65
29,27
59,46
5,41
44,25
43,4
53,21
21,40
25,18
61,51
69,50
19,65
9,57
67,43
23,25
49,28
42,39
41,49
29,45
23,35
35,51
53,39
51,42
49,5
17,44
35,68
64,49
23,58
49,12
9,69
24,35
65,0
5,67
49,20
49,27
0,65
7,39
14,61
15,55
27,47
15,30
45,6
39,17
19,67
14,69
67,6
29,31
2,59
53,36
14,35
25,29
47,13
8,53
17,21
51,39
63,32
41,1
29,22
39,49
54,41
41,29
67,34
64,23
31,55
61,12
70,41
35,49
45,25
51,53
50,3
19,45
20,63
56,1
39,53
59,25
67,15
31,29
67,3
61,49
57,32
16,49
35,18
7,55
48,7
18,13
23,70
1,55
62,13
57,43
59,32
65,35
65,3
43,33
29,59
15,39
45,20
19,51
33,43
69,1
49,33
48,11
52,47
9,43
3,53
43,15
53,1
10,49
67,57
20,69
54,7
67,7
30,49
14,27
19,30
7,57
59,1
17,34
3,11
48,23
13,69
58,17
27,32
17,60
29,43
9,51
59,23
70,13
60,3
52,31
55,26
45,7
65,37
54,49
65,45
16,67
23,49
69,21
64,39
30,33
15,67
65,18
56,9
35,65
65,33
9,55
31,31
47,31
66,25
18,47
57,19
35,53
61,61
59,17
37,21
70,45
5,58
65,52
69,28
5,63
39,20
27,57
69,43
28,53
57,39
37,20
27,14
56,21
52,19
13,34
43,18
28,47
69,49
24,45
65,12
36,19
17,10
65,25
62,51
27,53
54,33
57,40
55,36
62,9
63,54
59,28
15,35
27,25
51,14
31,48
69,24
65,49
61,15
21,13
43,23
9,67
11,67
65,2
69,27
67,44
48,1
65,59
20,37
5,57
23,15
21,53
15,57
51,26
23,59
3,63
19,41
48,37
11,51
15,69
17,68
70,1
57,48
34,53
22,43
64,7
27,22
31,44
61,16
67,47
25,45
59,37
17,55
3,57
61,48
27,56
59,29
19,58
17,24
57,23
25,31
67,11
59,15
46,5
63,16
53,25
17,47
25,40
21,23
56,7
27,42
51,31
55,37
11,49
65,36
1,51
57,34
43,27
16,55
31,57
28,21
32,59
43,41
59,9
68,19
19,63
28,27
27,30
52,7
32,31
64,19
43,35
10,43
64,27
69,15
33,65
53,15
57,11
16,45
68,31
9,62
41,17
55,34
26,25
13,50
49,35
29,55
19,50
55,3
10,65
63,51
35,13
27,59
54,47
45,27
45,19
31,25
13,64
59,27
35,22
52,23
49,9
57,21
15,36
35,17
8,69
39,11
50,23
45,3
17,35
65,42
18,41
27,34
13,67
2,63
23,43
29,32
47,27
42,35
55,47
25,32
27,55
5,69
63,15
23,27
53,5
60,15
22,39
26,41
41,15
12,61
45,30
16,39
57,33
57,7
45,22
27,43
59,31
15,31
57,27
9,41
69,19
27,49
64,55
63,17
69,26
57,24
61,19
9,61
63,19
59,50
37,19
44,3
14,59
34,43
53,31
1,54
51,38
67,36
55,39
20,35
55,43
20,47
46,21
17,57
54,5
13,51
55,19
61,35
17,37
29,56
70,33
1,53
59,33
37,23
55,12
27,50
7,43
57,37
62,43
40,9
5,29
45,1
23,31
39,57
69,33
65,55
16,57
63,59
57,42
59,3
12,47
67,20
15,63
59,35
17,48
27,44
14,23
57,1
34,65
13,25
36,55
29,69
43,37
41,5
24,29
25,51
21,61
69,7
19,17
43,1
63,21
50,13
52,21
57,13
4,61
69,59
63,23
37,22
51,9
5,61
17,53
47,67
69,5
49,21
11,59
33,29
55,27
9,45
56,11
70,55
65,38
64,35
63,14
63,31
60,33
23,55
13,48
57,20
21,29
69,10
47,39
17,29
25,48
29,48
31,27
6,69
55,25
52,9
63,53
61,41
3,49
49,4
56,29
31,41
47,9
41,11
40,23
63,39
26,27
15,47
61,26
11,47
21,39
63,52
61,43
5,64
55,33
17,43
67,22
29,39
3,56
69,34
45,47
59,19
33,53
63,4
30,29
61,2
2,21
49,25
24,59
59,43
56,43
63,24
65,22
17,39
13,40
7,66
61,6
49,26
43,16
21,43
13,55
67,38
51,15
35,50
41,61
41,27
23,14
53,7
31,33
57,4
67,48
61,18
48,17
19,18
67,31
25,55
21,45
54,9
19,61
17,42
44,17
3,51
13,53
33,49
47,21
25,23
51,23
57,29
20,25
25,43
28,59
13,21
35,32
43,21
57,30
65,15
45,21
31,59
40,33
25,10
35,15
34,31
43,19
29,30
61,11
49,29
43,24
9,60
48,39
66,33
6,7
29,57
5,50
33,54
55,18
59,11
53,41
6,63
31,51
45,18
7,41
15,58
41,35
13,43
35,27
55,17
59,10
50,25
21,60
61,53
17,28
63,40
19,70
25,53
54,45
65,23
17,19
9,66
65,39
39,45
29,40
17,27
11,30
65,41
13,36
60,31
55,1
68,51
39,24
3,61
5,30
21,48
39,18
61,17
61,47
55,15
63,33
7,59
69,37
25,47
53,27
53,51
21,33
59,6
54,25
68,3
53,0
59,21
17,63
3,68
27,51
8,39
67,49
18,59
55,38
29,33
12,53
29,47
21,25
21,52
65,58
43,31
55,16
10,9
33,70
45,13
53,37
21,59
59,22
57,45
63,7
69,9
17,23
17,54
33,68
12,57
41,3
5,65
11,11
36,25
11,56
54,51
57,46
33,31
65,19
20,59
5,68
21,27
39,25
33,27
41,30
11,50
12,45
17,65
57,2
70,21
65,7
67,41
67,56
47,16
29,29
23,16
47,26
46,29
2,49
30,69
57,36
25,24
29,61
20,41
10,63
32,27
47,7
65,47
41,26
69,39
67,28
67,32
51,41
60,27
67,51
69,51
67,33
21,17
53,49
16,41
18,49
13,61
47,18
39,43
63,34
39,34
60,21
53,42
49,3
61,46
37,70
12,65
47,10
64,3
63,55
15,24
1,67
63,46
63,43
38,17
45,45
69,4
29,49
44,39
62,29
23,13
8,63
18,37
17,41
45,31
57,28
7,60
53,40
13,57
1,56
55,35
65,27
41,23
53,43
66,15
35,55
29,53
26,15
28,39
45,14
24,33
68,15
4,53
27,31
70,15
45,29
21,28
41,51
63,10
67,25
22,23
3,66
57,35
63,44
11,41
2,55
5,53
19,33
5,59
13,42
53,11
31,67
63,1
55,14
51,34
29,52
63,48
69,41
17,56
62,19
36,29
29,62
9,53
58,9
44,31
4,55
13,47
67,60
19,25
47,34
59,20
68,57
19,54
67,53
68,5
14,55
7,65
41,2
15,59
57,31
32,55
69,3
3,59
39,58
18,65
23,69
66,49
41,41
3,60
31,49
50,17
17,25
42,25
57,15
49,19
60,9
27,46
67,54
27,37
25,57
61,13
13,45
63,2
25,37
67,37
27,41
61,56
61,50
51,11
32,29
59,18
53,9
13,31
17,52
53,35
35,31
40,17
51,43
11,44
24,49
15,52
60,25
14,65
51,37
29,23
19,43
15,45
7,61
9,31
59,45
1,69
51,4
59,5
52,55
41,19
55,31
32,43
57,9
59,14
52,11
50,33
15,66
48,33
3,52
19,37
55,29
21,31
23,33
20,23
40,27
27,33
17,20
49,1
53,23
46,3
21,65
47,17
65,21
47,35
35,33
7,69
41,13
46,9
50,7
4,26
2,15
6,9
32,36
27,52
12,40
68,56
52,8
8,0
48,4
28,28
38,32
50,24
59,36
67,42
39,8
48,67
52,28
7,70
40,6
64,62
23,24
52,16
12,51
28,7
38,22
36,17
4,12
44,15
40,2
46,42
34,26
24,17
62,15
45,32
1,0
24,16
70,31
60,60
20,18
52,40
16,43
47,0
29,46
46,10
24,24
64,29
70,46
20,32
24,62
40,21
26,22
56,27
70,17
46,4
42,44
16,27
50,8
50,43
3,24
64,24
60,12
26,4
54,19
70,34
32,67
52,58
60,58
56,3
48,36
53,4
59,54
8,22
12,69
8,52
68,55
68,59
37,24
21,26
38,16
33,32
51,30
30,31
18,67
36,41
64,34
21,32
66,26
36,11
48,9
57,22
2,31
52,53
14,33
31,8
64,43
70,30
46,53
50,35
24,64
0,45
4,16
66,21
62,60
55,24
1,36
53,8
36,65
48,56
28,38
47,38
20,60
65,6
54,17
41,24
70,52
36,9
34,39
62,17
16,40
0,46
56,38
42,50
10,17
47,46
40,31
34,32
36,43
62,16
62,33
67,18
20,13
36,64
58,34
36,40
58,11
52,62
8,24
54,15
42,41
24,63
18,32
46,41
44,53
66,12
22,64
38,30
56,20
40,26
62,46
28,33
60,4
50,41
58,28
50,56
44,2
61,40
40,47
31,68
40,46
16,38
54,2
18,48
55,44
21,34
46,28
64,0
16,31
51,48
70,12
20,61
16,24
38,14
46,52
69,40
62,54
52,64
50,38
70,47
10,58
1,58
48,40
45,46
54,20
29,38
64,50
48,6
22,26
49,52
34,45
0,39
49,8
58,8
56,13
20,50
18,70
28,18
14,14
40,0
58,42
62,56
37,32
60,62
14,37
14,44
11,42
68,1
23,40
12,70
41,32
22,63
30,62
50,58
68,40
51,8
14,32
56,62
62,38
50,5
10,46
16,26
46,12
44,28
70,40
52,48
60,0
66,28
5,24
50,51
62,4
27,26
15,40
48,2
30,22
31,36
40,16
3,40
48,57
7,0
33,44
14,39
70,16
48,12
32,20
55,0
13,46
51,24
65,48
18,38
59,30
6,30
4,42
18,68
27,24
44,11
64,33
4,21
36,67
9,68
56,33
54,66
52,33
58,55
66,16
27,40
32,66
52,12
64,12
70,42
68,22
22,12
58,49
11,58
66,24
24,37
70,11
54,38
70,32
49,16
62,30
8,70
38,4
42,8
2,0
44,61
55,54
48,19
50,18
18,18
24,11
63,12
19,8
55,40
58,0
64,22
6,48
0,12
60,44
54,57
38,6
60,24
26,38
28,8
64,42
18,63
68,24
52,54
27,70
32,44
66,4
54,4
12,35
62,14
38,12
6,34
48,31
30,32
70,5
10,28
40,22
54,48
3,42
62,58
31,32
58,36
70,38
59,52
2,22
0,57
24,58
38,19
37,46
18,66
68,14
47,28
42,17
65,14
46,2
68,26
28,24
46,18
44,26
26,23
1,38
50,29
16,2
36,26
65,44
30,27
21,68
44,66
0,56
16,32
22,66
62,8
32,46
18,24
19,24
20,12
26,35
61,10
32,41
40,14
24,50
46,8
34,24
70,22
42,21
16,42
34,6
55,62
4,39
52,0
42,18
48,13
23,18
53,48
21,12
24,20
64,25
16,15
38,67
2,39
26,14
36,46
52,26
20,68
32,12
41,18
44,50
10,40
10,25
28,2
4,14
60,11
32,38
2,18
31,26
51,60
2,13
6,29
22,16
50,55
21,66
27,28
14,67
52,24
58,38
47,6
44,0
52,34
70,4
50,60
60,57
52,51
28,31
66,45
30,40
45,16
40,7
58,60
17,38
60,34
70,0
70,27
46,32
6,47
22,70
25,4
37,28
6,68
70,69
32,22
18,16
69,56
61,20
11,20
7,14
26,50
46,60
8,19
25,22
54,62
8,17
46,14
4,35
62,35
56,28
68,33
65,56
0,21
45,48
15,20
66,3
4,13
39,14
54,32
42,4
51,70
38,38
62,20
8,9
52,35
38,52
10,67
64,51
48,69
64,44
26,63
19,14
21,22
67,14
18,60
38,18
18,8
49,2
57,70
9,8
2,43
28,26
42,26
6,6
33,12
12,46
66,19
26,60
20,17
2,29
32,40
15,0
62,7
5,26
44,29
2,8
40,52
50,50
29,18
70,25
32,68
17,12
20,6
70,49
40,50
57,64
60,17
16,14
6,32
2,44
65,34
66,60
58,69
34,55
14,24
0,43
44,27
2,46
54,37
32,8
67,24
60,30
0,60
14,1
68,28
14,63
66,52
18,56
51,58
40,8
60,51
10,5
38,48
28,13
68,62
58,40
68,25
68,60
0,20
0,69
50,10
50,48
28,4
64,36
69,38
7,44
50,28
18,14
7,54
38,37
36,32
46,46
4,58
6,59
48,35
40,39
42,19
0,37
40,4
70,3
36,53
34,62
43,34
69,48
48,30
54,58
11,60
35,20
16,37
12,42
2,53
58,70
32,30
12,37
26,56
58,25
53,60
33,10
33,2
30,2
32,50
24,28
50,64
35,16
36,69
69,70
25,70
64,48
21,70
62,67
58,33
35,42
20,57
50,0
38,50
25,30
54,30
24,66
56,2
8,47
42,52
70,65
22,69
42,62
5,4
10,62
4,4
18,45
56,26
60,13
40,58
18,12
15,4
6,44
14,56
64,11
35,34
30,58
18,36
48,50
67,8
22,54
9,64
38,68
59,66
54,56
30,51
67,4
66,35
47,30
24,2
69,52
36,7
44,63
28,34
26,2
56,47
10,52
22,34
68,12
9,30
8,28
5,8
62,18
24,31
8,35
48,49
18,0
38,56
10,21
66,29
44,44
24,67
2,3
66,55
59,4
16,50
54,42
66,6
32,26
26,29
64,68
16,70
61,64
13,10
34,48
12,10
56,17
40,63
18,20
64,70
4,20
12,16
48,22
38,10
68,70
0,41
62,70
16,46
52,2
33,60
40,59
12,26
14,48
28,66
46,26
6,28
66,2
60,40
25,16
18,3
43,26
61,0
30,54
19,10
50,12
54,11
43,48
63,22
38,8
56,30
52,14
24,42
25,14
24,39
18,43
30,5
64,64
10,57
62,40
66,48
2,30
26,30
38,43
21,62
38,5
38,9
58,22
44,16
58,2
3,70
66,22
55,70
61,62
16,3
70,43
4,6
25,66
36,52
60,10
68,32
48,45
20,30
28,43
52,60
42,33
24,40
7,62
62,22
4,66
18,25
15,34
28,50
65,62
37,30
70,10
20,10
70,8
70,58
42,34
11,32
13,58
20,5
70,68
70,64
46,48
27,68
13,56
4,37
32,10
37,2
70,54
63,18
9,70
16,48
8,48
44,40
47,22
5,0
22,42
2,36
61,34
60,52
68,54
63,64
52,27
50,31
34,16
50,57
41,4
14,66
58,31
44,32
22,40
6,51
21,44
30,70
22,19
28,68
11,70
2,62
24,18
3,50
19,48
25,50
64,54
37,40
65,24
39,48
24,53
43,0
16,68
41,16
6,15
46,66
40,20
62,1
57,8
56,34
48,43
4,2
42,56
40,53
54,64
36,8
52,15
34,38
9,24
57,44
60,29
52,29
58,10
6,62
48,20
0,42
33,48
32,52
28,52
67,52
14,26
34,22
4,62
15,56
12,20
8,4
54,21
54,34
52,20
21,38
59,38
0,28
44,51
3,48
33,28
31,60
42,57
40,30
14,70
8,30
53,70
58,18
20,70
58,45
62,42
46,65
12,60
40,60
34,44
69,2
69,0
40,56
43,14
16,1
34,59
62,2
42,55
51,64
45,56
18,33
24,60
6,8
18,34
66,39
2,4
42,61
62,11
50,32
29,16
34,58
51,68
6,41
20,51
46,34
13,44
46,38
52,4
60,8
46,62
64,18
32,34
34,30
43,44
14,18
42,0
16,28
50,54
46,54
22,59
29,50
28,55
26,48
1,26
64,21
70,20
10,51
14,46
29,0
54,28
50,34
11,62
29,8
0,24
33,0
10,47
47,14
30,59
53,56
42,10
45,24
10,15
23,28
70,28
34,2
8,50
8,11
28,64
13,24
8,14
20,8
32,57
30,39
26,36
17,46
48,60
12,27
16,63
26,26
20,55
23,60
34,52
36,20
48,38
69,44
49,32
40,38
62,34
54,53
15,54
6,64
8,54
39,16
18,22
34,18
56,64
40,65
63,8
28,42
63,6
27,60
35,4
26,68
22,22
43,68
32,54
4,29
66,1
20,22
54,54
14,50
64,46
30,43
6,42
64,56
2,23
14,6
32,14
58,64
25,42
30,4
60,61
8,55
8,18
29,24
42,13
8,33
28,12
28,14
14,4
68,36
46,40
51,22
34,34
27,0
16,52
66,46
41,36
44,12
56,32
52,45
8,8
30,10
56,68
